UID,State,Office Level,Electoral District,Office Name,Candidate Name,Candidate Party,Completed?,Incumbent,Phone,Mailing Address,Website,Email,Facebook URL,Twitter Name,Google Plus URL,Wiki Word,Youtube
VT00222,VT,State Legislature - Lower,VT State House District Orleans-Caledonia ,For State Representative - Orleans-Caledonia ,Vicki Strong,Republican/Democratic,TRUE,,,,http://vickistrong.com/,,http://www.facebook.com/vickistrongvermont,Vicki_Strong,,,
VT00223,VT,State Legislature - Lower,VT State House District Orleans-Caledonia ,For State Representative - Orleans-Caledonia ,Sam Young,Democratic,TRUE,,,,http://sam4vt.com/,,http://www.facebook.com/samforhouse,samyoung4vt,,,
VT00224,VT,State Legislature - Lower,VT State House District Orleans-Lamoille,For State Representative - Orleans-Lamoille,Mark Higley,Republican,TRUE,,,,,,,,,,
VT00225,VT,State Legislature - Lower,VT State House District Orleans-Lamoille,For State Representative - Orleans-Lamoille,Katherine Sims,Progressive/Democratic,TRUE,,,,http://www.katherinesims.org/,,http://www.facebook.com/KatherineSimsForHouse1,katherinesimsvt,,,
VT00226,VT,State Legislature - Lower,VT State House District Rutland 1,For State Representative - Rutland 1,Andy Donaghy,Republican,TRUE,,,,,,,,,,
VT00227,VT,State Legislature - Lower,VT State House District Rutland 2,For State Representative - Rutland 2,"Thomas ""Tom"" Burditt",Republican,TRUE,,,,,,http://www.facebook.com/pages/Thomas-Burditt-for-Vermont-State-Representative/113650918672730,,,,
VT00228,VT,State Legislature - Lower,VT State House District Rutland 2,For State Representative - Rutland 2,Glenn Eno,Republican,TRUE,,,,,,,,,,
VT00229,VT,State Legislature - Lower,VT State House District Rutland 2,For State Representative - Rutland 2,Ken Fredette,Democratic,TRUE,,,,,,https://www.facebook.com/kenfredettevt,,,,
VT00230,VT,State Legislature - Lower,VT State House District Rutland 2,For State Representative - Rutland 2,Dave Potter,Democratic,TRUE,,,,,,,,,,
VT00231,VT,State Legislature - Lower,VT State House District Rutland 3,For State Representative - Rutland 3,"William ""Bill"" Canfield",Republican,TRUE,,,,,,,,,,
VT00232,VT,State Legislature - Lower,VT State House District Rutland 3,For State Representative - Rutland 3,"Robert ""Bob"" Helm",Republican,TRUE,,,,,,,,,,
VT00233,VT,State Legislature - Lower,VT State House District Rutland 4,For State Representative - Rutland 4,Thomas P. Terenzini,Republican/Democratic,TRUE,,,,,,,,,,
VT00234,VT,State Legislature - Lower,VT State House District Rutland 5-1,For State Representative - Rutland 5-1,Peter J. Fagan,Republican,TRUE,,,,,,,,,,
VT00235,VT,State Legislature - Lower,VT State House District Rutland 5-2,For State Representative - Rutland 5-2,"Margaret ""Peg"" Andrews",Democratic,TRUE,,,,http://pegandrews.com/,,http://www.facebook.com/ReElectPegAndrewsToTheVermontStateHouse2012,,,,
VT00236,VT,State Legislature - Lower,VT State House District Rutland 5-2,For State Representative - Rutland 5-2,"Larry ""Cooper"" Cupoli",Republican,TRUE,,,,,,,,,,
VT00237,VT,State Legislature - Lower,VT State House District Rutland 5-3,For State Representative - Rutland 5-3,John E. Mattison Jr,Republican,TRUE,,,,,,http://www.facebook.com/MattisonForStateRepresentative,,,,
VT00238,VT,State Legislature - Lower,VT State House District Rutland 5-3,For State Representative - Rutland 5-3,Herb Russell,Democratic,TRUE,,,,http://herbrussell.com/,,,,,,
VT00239,VT,State Legislature - Lower,VT State House District Rutland 5-4,For State Representative - Rutland 5-4,Sherri Durgin-Campbell,Democratic,TRUE,,,,http://sherridurgincampbell.com/2012/08/,,http://www.facebook.com/pages/Sherri-Durgin-Campbell-for-Vermont-State-Representative/166037906854898,,,,
VT00240,VT,State Legislature - Lower,VT State House District Rutland 5-4,For State Representative - Rutland 5-4,Douglas Gage,Republican,TRUE,,,,,,http://www.facebook.com/pages/Doug-Gage-for-Vermont-House/115084018537591,,,,
VT00241,VT,State Legislature - Lower,VT State House District Rutland 6,For State Representative - Rutland 6,Stephen A. Carr,Democratic,TRUE,,,,,,https://m.facebook.com/profile.php?id=411931115516543,,,,
VT00242,VT,State Legislature - Lower,VT State House District Rutland 6,For State Representative - Rutland 6,Seth Hopkins,Republican,TRUE,,,,http://www.sethhopkins.us/,,http://www.facebook.com/SethHopkinsforVermontHouse,,,,
VT00243,VT,State Legislature - Lower,VT State House District Rutland 6,For State Representative - Rutland 6,"Charles ""Butch"" Shaw",Republican/Democratic,TRUE,,,,,,http://www.facebook.com/pages/Butch-Shaw-for-State-Representative/141274269216581?sk=info,,,,
VT00244,VT,State Legislature - Lower,VT State House District Rutland-Bennington,For State Representative - Rutland-Bennington,Estella Leach,Independent,TRUE,,,,,,https://www.facebook.com/EstellaLeachForStateRepresentative,,,,
VT00245,VT,State Legislature - Lower,VT State House District Rutland-Bennington,For State Representative - Rutland-Bennington,John W. Malcolm,Democratic,TRUE,,,,,,,,,,
VT00246,VT,State Legislature - Lower,VT State House District Rutland-Windsor 1,For State Representative - Rutland-Windsor 1,"James ""Jim"" Eckhardt",Republican,TRUE,,,,,,,,,,
VT00247,VT,State Legislature - Lower,VT State House District Rutland-Windsor 1,For State Representative - Rutland-Windsor 1,Anne L. Gallivan,Democratic,TRUE,,,,http://www.gallivan-for-rep.com/,,http://www.facebook.com/GallivanForVtStateRep,,,,
VT00248,VT,State Legislature - Lower,VT State House District Rutland-Windsor 2,For State Representative - Rutland-Windsor 2,Dennis J. Devereux,Republican,TRUE,,,,,,,,,,
VT00249,VT,State Legislature - Lower,VT State House District Rutland-Windsor 2,For State Representative - Rutland-Windsor 2,Eldred French,Democratic,TRUE,,,,,,,,,,
VT00250,VT,State Legislature - Lower,VT State House District Washington 1,For State Representative - Washington 1,Colin T. Bright,Democratic,TRUE,,,,http://www.brightforvermont.com/,,,,,,
VT00251,VT,State Legislature - Lower,VT State House District Washington 1,For State Representative - Washington 1,Anne B. Donahue,Republican,TRUE,,,,,,,,,,
VT00252,VT,State Legislature - Lower,VT State House District Washington 1,For State Representative - Washington 1,Patti J. Lewis,Republican,TRUE,,,,,,,,,,
VT00253,VT,State Legislature - Lower,VT State House District Washington 2,For State Representative - Washington 2,"Thomas ""Tom"" F. Koch",Republican/Democratic,TRUE,,,,,,,,,,
VT00254,VT,State Legislature - Lower,VT State House District Washington 2,For State Representative - Washington 2,"Francis ""Topper"" Mcfaun",Republican/Democratic,TRUE,,,,http://www.toppermcfaun.com/,,,,,,
VT00255,VT,State Legislature - Lower,VT State House District Washington 3,For State Representative - Washington 3,Paul N. Poirier,Independent,TRUE,,,,http://paulpoirier.wordpress.com/,,,,,,
VT00256,VT,State Legislature - Lower,VT State House District Washington 3,For State Representative - Washington 3,John Santorello,Republican,TRUE,,,,,,http://www.facebook.com/pages/John-Santorello/398079256909864,,,,
VT00257,VT,State Legislature - Lower,VT State House District Washington 3,For State Representative - Washington 3,Tess Taylor,Democratic,TRUE,,,,,,,,,,
VT00258,VT,State Legislature - Lower,VT State House District Washington 4,For State Representative - Washington 4,Benjamin Eastwood,Justice ,TRUE,,,,http://nogmosnoyankee.weebly.com/,,,,,,
VT00259,VT,State Legislature - Lower,VT State House District Washington 4,For State Representative - Washington 4,Mary S. Hooper,Democratic/Working Families,TRUE,,,,,,,,,,
VT00260,VT,State Legislature - Lower,VT State House District Washington 4,For State Representative - Washington 4,Warren Kitzmiller,Democratic/Working Families,TRUE,,,,http://repkitzmiller.com/,,,,,,
VT00261,VT,State Legislature - Lower,VT State House District Washington 4,For State Representative - Washington 4,Glennie F. Sewell,Progressive,TRUE,,,,https://sites.google.com/site/glenniesewellforvtlegislature/,,,,,,
VT00262,VT,State Legislature - Lower,VT State House District Washington 5,For State Representative - Washington 5,Tony Klein,Democratic,TRUE,,,,http://tonyklein.com/,,,,,,
VT00263,VT,State Legislature - Lower,VT State House District Washington 6,For State Representative - Washington 6,Janet Ancel,Democratic,TRUE,,,,http://janetancel.com/,,,,,,
VT00264,VT,State Legislature - Lower,VT State House District Washington 7,For State Representative - Washington 7,Maxine Grad,Democratic,TRUE,,,,http://maxinegrad.com/category/news/,,http://www.facebook.com/MaxineGrad,,,,
VT00265,VT,State Legislature - Lower,VT State House District Washington 7,For State Representative - Washington 7,Adam Greshin,Independent,TRUE,,,,,,,,,,
VT00266,VT,State Legislature - Lower,VT State House District Washington 7,For State Representative - Washington 7,Sal Spinosa,Independent,TRUE,,,,http://salspinosa.com/,,,,,,
VT00267,VT,State Legislature - Lower,VT State House District Washington-Chittenden ,For State Representative - Washington-Chittenden ,Rebecca Ellis,Democratic,TRUE,,,,http://ellisvermont.com/,,,,,,
VT00268,VT,State Legislature - Lower,VT State House District Washington-Chittenden ,For State Representative - Washington-Chittenden ,Tom Stevens,Democratic,TRUE,,,,http://stevensvermont.com/,,https://www.facebook.com/tom.stevens.9889,,,,
VT00269,VT,State Legislature - Lower,VT State House District Windham 1,For State Representative - Windham 1,"Michael ""Mike"" Hebert",Republican,TRUE,,,,,,,,,,
VT00270,VT,State Legislature - Lower,VT State House District Windham 2-1,For State Representative - Windham 2-1,Valerie A. Stuart,Democratic,TRUE,,,,,,,,,,
VT00271,VT,State Legislature - Lower,VT State House District Windham 2-2,For State Representative - Windham 2-2,Mollie S. Burke,Progressive/Democratic,TRUE,,,,,,,,,,
VT00272,VT,State Legislature - Lower,VT State House District Windham 2-3,For State Representative - Windham 2-3,Ian G. Diamondstone,Liberty Union,TRUE,,,,,,,,,,
VT00273,VT,State Legislature - Lower,VT State House District Windham 2-3,For State Representative - Windham 2-3,Tristan Toleno,Democratic,TRUE,,,,,,,,,,
VT00274,VT,State Legislature - Lower,VT State House District Windham 3,For State Representative - Windham 3,Carolyn W. Partridge,Democratic,TRUE,,,,,,,,,,
VT00275,VT,State Legislature - Lower,VT State House District Windham 3,For State Representative - Windham 3,Matthew A. Trieber,Democratic,TRUE,,,,http://matttrieber.com/,,http://www.facebook.com/matthew.trieber,,,,
VT00276,VT,State Legislature - Lower,VT State House District Windham 4,For State Representative - Windham 4,David L. Deen,Democratic,TRUE,,,,,,,,,,
VT00277,VT,State Legislature - Lower,VT State House District Windham 4,For State Representative - Windham 4,Mike Mrowicki,Democratic,TRUE,,,,,,,,,,
VT00278,VT,State Legislature - Lower,VT State House District Windham 4,For State Representative - Windham 4,Owen M. Diamondstone-Kohout,Liberty Union,TRUE,,,,,,,,,,
VT00279,VT,State Legislature - Lower,VT State House District Windham 5,For State Representative - Windham 5,Richard J. Marek,Democratic,TRUE,,,,,,,,,,
VT00280,VT,State Legislature - Lower,VT State House District Windham 6,For State Representative - Windham 6,Ann Manwaring,Democratic,TRUE,,,,,,,,,,
VT00281,VT,State Legislature - Lower,VT State House District Windham-Bennington,For State Representative - Windham-Bennington,John Moran,Democratic,TRUE,,,,,,,,,,
VT00282,VT,State Legislature - Lower,VT State House District Windham-Bennington-Windsor,For State Representative - Windham-Bennington-Windsor,Emmett S. Dunbar,Independent,TRUE,,,,http://emmettforhouse.org/,,http://www.facebook.com/pages/Emmett-Dunbar-for-State-Representative/286244524815971,,,,
VT00283,VT,State Legislature - Lower,VT State House District Windham-Bennington-Windsor,For State Representative - Windham-Bennington-Windsor,"Charles ""Tim"" Goodwin",Independent,TRUE,,,,,,http://www.facebook.com/goodwinforhouse,,,,
VT00284,VT,State Legislature - Lower,VT State House District Windsor 1,For State Representative - Windsor 1,John Bartholomew,Democratic,TRUE,,,,http://www.johnbartholomew.org/,,,,,,
VT00285,VT,State Legislature - Lower,VT State House District Windsor 1,For State Representative - Windsor 1,Ryan Palmer,Republican,TRUE,,,,,,,,,,
VT00286,VT,State Legislature - Lower,VT State House District Windsor 1,For State Representative - Windsor 1,Donna Sweaney,Democratic,TRUE,,,,,,,,,,
VT00287,VT,State Legislature - Lower,VT State House District Windsor 2,For State Representative - Windsor 2,Mark Huntley,Democratic,TRUE,,,,,,http://www.facebook.com/MarkHuntleyForStateRepresentativeWindsor2,,,,
VT00288,VT,State Legislature - Lower,VT State House District Windsor 2,For State Representative - Windsor 2,Scott Ranney,Republican,TRUE,,,,,,http://www.facebook.com/ScottRanneyForStateRepresenativeWindsor2,,,,
VT00289,VT,State Legislature - Lower,VT State House District Windsor 3-1,For State Representative - Windsor 3-1,Leigh J. Dakin,Democratic,TRUE,,,,,,,,,,
VT00290,VT,State Legislature - Lower,VT State House District Windsor 3-2,For State Representative - Windsor 3-2,Alice M. Emmons,Democratic,TRUE,,,,,,,,,,
VT00291,VT,State Legislature - Lower,VT State House District Windsor 3-2,For State Representative - Windsor 3-2,Cynthia Martin,Democratic,TRUE,,,,,,,,,,
VT00292,VT,State Legislature - Lower,VT State House District Windsor 4-1,For State Representative - Windsor 4-1,Teo Zagar,Democratic,TRUE,,,,http://zagar-vt.org/,,,,,,
VT00293,VT,State Legislature - Lower,VT State House District Windsor 4-2,For State Representative - Windsor 4-2,"Kevin ""Coach"" Christie",Democratic,TRUE,,,,http://kevinchristie.org/,,,,,,
VT00294,VT,State Legislature - Lower,VT State House District Windsor 4-2,For State Representative - Windsor 4-2,Alex S. Defelice,Republican,TRUE,,,,,,,,,,
VT00295,VT,State Legislature - Lower,VT State House District Windsor 4-2,For State Representative - Windsor 4-2,Paul Keane,Independent,TRUE,,,,http://pkvermonter.blogspot.com/,,http://www.facebook.com/pages/Paul-Keane-Independent/355332381206168,,,,
VT00296,VT,State Legislature - Lower,VT State House District Windsor 4-2,For State Representative - Windsor 4-2,Sheila Vowinkel,Democratic,TRUE,,,,http://sheilavowinkel.com/,,http://www.facebook.com/pages/Sheila-Vowinkel/444710528895828,,,,
VT00297,VT,State Legislature - Lower,VT State House District Windsor 5,For State Representative - Windsor 5,Alison Clarkson,Democratic,TRUE,,,,http://www.alisonclarkson.org/,,,,,,
VT00298,VT,State Legislature - Lower,VT State House District Windsor-Orange 1,For State Representative - Windsor-Orange 1,David M. Ainsworth,Republican,TRUE,,,,,,,,,,
VT00299,VT,State Legislature - Lower,VT State House District Windsor-Orange 1,For State Representative - Windsor-Orange 1,Sarah E. Buxton,Democratic,TRUE,,,,http://votesarahbuxton.com/,,http://www.facebook.com/sarah.buxton.14,,,,
VT00300,VT,State Legislature - Lower,VT State House District Windsor-Orange 2,For State Representative - Windsor-Orange 2,Margaret Cheney,Democratic,TRUE,,,,,,,,,,
VT00301,VT,State Legislature - Lower,VT State House District Windsor-Orange 2,For State Representative - Windsor-Orange 2,Jim Masland,Democratic,TRUE,,,,,,,,,,
VT00302,VT,State Legislature - Lower,VT State House District Windsor-Rutland ,For State Representative - Windsor-Rutland ,Sandy Haas,Progressive/Democratic,TRUE,,,,,,,,,,
VT00303,VT,County,Addison County,For High Bailiff,Charles S. Clark Jr,Republican,TRUE,,,,,,,,,,
VT00304,VT,County,Bennington County,For High Bailiff,James A. Gulley Jr,Democratic,Jenny,,,,,,,,,,
VT00305,VT,County,Bennington County,For High Bailiff,"Manfred ""Fred"" Wessner",Republican,Jenny,,,,,,,,,,
VT00306,VT,County,Caledonia County,For High Bailiff,Steven N. Hartwell Jr,Republican,Jenny,,,,,,,,,,
VT00307,VT,County,Chittenden County,For High Bailiff,Randall Barrows,Republican,TRUE,,,,,,,,,,
VT00308,VT,County,Chittenden County,For High Bailiff,Michael R. Major,Democratic,TRUE,,,,,,,,,,
VT00309,VT,County,Franklin County,For High Bailiff,Tayt R. Brooks,Republican,TRUE,,,,,,,,,,
VT00310,VT,County,Franklin County,For High Bailiff,Jacqui C. Hood,Democratic,TRUE,,,,,,,,,,
VT00311,VT,County,Grand Isle County,For High Bailiff,Carol B. Tremble,Democratic,Jenny,,,,,,,,,,
VT00312,VT,County,Lamoille County,For High Bailiff,Ronald Audet Jr,Republican/Democratic,Jenny,,,,,,,,,,
VT00313,VT,County,Orleans County,For High Bailiff,Curtis A. Hardy,Republican/Democratic,TRUE,,,,,,,,,,
VT00314,VT,County,Washington County,For High Bailiff,Marc Poulin,Democratic/Republican,TRUE,,,,,,,,,,
VT00315,VT,County,Windham County,For High Bailiff,Robert Wolcott Backus,Democratic,Jenny,,,,,,,,,,
VT00316,VT,County,Windsor County,For High Bailiff,Michael E. Manley,Democratic,Jenny,,,,,,,,,,
